,Det_01,Det_02,Det_03,Det_04,Det_05,Det_06,Det_07,Det_08,Det_09,Det_10,Det_11,Det_12,Det_13,Det_14,Det_15,Det_16,Det_17,Det_18,Det_19,Det_20,Det_21,Det_22,Det_23,Det_24,Det_25,Det_26,Det_27,Det_28,Det_29,Det_30,Det_31,Det_32,Det_33,Det_34,Det_35,Det_36,Det_37,Det_38,Det_39,Det_40,Det_41,Det_42,Det_43,Det_44,Det_45,Det_46,Det_47,Det_48,Det_49,Det_50,Det_51,Det_52,Det_53,Det_54,Det_55,Det_56,Det_57,Det_58,Det_59,Det_60,Det_61,Det_62,Det_63,Det_64,Det_65,Det_66,Det_67,Det_68,Det_69,Det_70,Det_71,Det_72
Tinggi_1,40,32,41,20,19,18,38,17,24,29,29,38,21,38,38,24,41,17,39,31,37,42,24,34,40,36,23,25,27,17,23,35,26,34,32,24,22,31,22,39,34,20,23,27,43,17,30,29,24,29,25,19,37,36,19,20,36,16,30,30,29,22,21,31,39,28,37,34,41,27,38,26
